Pořadové číslo,Název obce,Počet obyvatel,ZUJ,IČO,Kategorie,Okres,ZUJ okres,Kraj,Základní působnost,Matriční úřad,ZUJ MÚ,Stavební úřad,ZUJ SÚ,POÚ,ZUJ POÚ,ORP,ZUJ ORP,VÚ,SM,ZP,MÚ,SÚ,PÚ,RP,OK,F2,F3,Vidimace,Czech POINT,SO MÚ,SO SÚ,SO POÚ,SO ORP,Počet obyvatel okresu,Počet obcí MÚ,Počet obcí SÚ,Počet obcí POÚ,Počet obcí ORP,Počet obcí okresu,NUTS 2,Poznámka 1
957,Dolní Žandov,1211,554502,00253910,obec,Cheb,554481,Karlovarský kraj,Dolní Žandov,Dolní Žandov,554502,Cheb,554481,Cheb,554481,Cheb,554481,0,0,1,1,0,0,0,0,0,0,1,1,1746,,,,,3,,,,,Severozápad,matrika
958,Dolní Žďár,156,562602,00512958,obec,Jindřichův Hradec,545881,Jihočeský kraj,Dolní Žďár,Stráž nad Nežárkou,547221,Jindřichův Hradec,545881,Jindřichův Hradec,545881,Jindřichův Hradec,545881,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
959,Dolní Životice,1139,553051,00635570,obec,Opava,505927,Moravskoslezský kraj,Dolní Životice,Litultovice,507920,Litultovice,507920,Opava,505927,Opava,505927,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
960,Doloplazy,1356,568392,00534927,obec,Olomouc,500496,Olomoucký kraj,Doloplazy,Doloplazy,568392,Tršice,505366,Olomouc,500496,Olomouc,500496,0,0,1,1,0,0,0,0,0,0,1,1,1356,,,,,1,,,,,Střední Morava,matrika
961,Doloplazy,539,589454,00288195,obec,Prostějov,589250,Olomoucký kraj,Doloplazy,Nezamyslice,589764,Němčice nad Hanou,589756,Němčice nad Hanou,589756,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
962,Domamil,296,590568,00289311,obec,Třebíč,590266,Kraj Vysočina,Domamil,Moravské Budějovice,591181,Moravské Budějovice,591181,Moravské Budějovice,591181,Moravské Budějovice,591181,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
963,Domanín,382,562840,00512966,obec,Jindřichův Hradec,545881,Jihočeský kraj,Domanín,Třeboň,547336,Třeboň,547336,Třeboň,547336,Třeboň,547336,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
964,Domanín,993,586145,00284866,obec,Hodonín,586021,Jihomoravský kraj,Domanín,Domanín,586145,Bzenec,586081,Bzenec,586081,Kyjov,586307,0,0,1,1,0,0,0,0,0,0,1,1,993,,,,,1,,,,,Jihovýchod,matrika
965,Dománovice,117,513181,00473707,obec,Kolín,533165,Středočeský kraj,Dománovice,Žiželice,533947,Kolín,533165,Kolín,533165,Kolín,533165,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
966,Domašín,164,563048,00261840,obec,Chomutov,562971,Ústecký kraj,Domašín,Klášterec nad Ohří,563129,Klášterec nad Ohří,563129,Klášterec nad Ohří,563129,Kadaň,563102,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
967,Domašov,615,582964,00281719,obec,Brno-venkov,777001,Jihomoravský kraj,Domašov,Říčany,583839,Rosice,583782,Rosice,583782,Rosice,583782,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
968,Domašov nad Bystřicí,501,545279,00298824,obec,Olomouc,500496,Olomoucký kraj,Domašov nad Bystřicí,Šternberk,505188,Šternberk,505188,Šternberk,505188,Šternberk,505188,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
969,Domašov u Šternberka,314,552313,00635286,obec,Olomouc,500496,Olomoucký kraj,Domašov u Šternberka,Šternberk,505188,Šternberk,505188,Šternberk,505188,Šternberk,505188,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
970,Domaželice,570,513211,00845132,obec,Přerov,511382,Olomoucký kraj,Domaželice,Domaželice,513211,Dřevohostice,513229,Přerov,511382,Přerov,511382,0,0,1,1,0,0,0,0,0,0,1,1,1152,,,,,3,,,,,Střední Morava,matrika
971,Domažlice,11104,553425,00253316,město,Domažlice,553425,Plzeňský kraj,Domažlice,Domažlice,553425,Domažlice,553425,Domažlice,553425,Domažlice,553425,0,0,1,1,1,1,1,1,0,0,1,1,17190,18100,24378,40296,60858,14,18,30,58,85,Jihozápad,matrika
972,Domoraz,51,578517,43313922,obec,Klatovy,555771,Plzeňský kraj,Domoraz,Žichovice,557544,Sušice,557153,Sušice,557153,Sušice,557153,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
973,Domousnice,256,535745,00237728,obec,Mladá Boleslav,535419,Středočeský kraj,Domousnice,Dolní Bousov,535702,Dolní Bousov,535702,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
974,Domoušice,664,566152,00264903,obec,Louny,565971,Ústecký kraj,Domoušice,Hřivice,566217,Louny,565971,Louny,565971,Louny,565971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
975,Doňov,83,507610,00476722,obec,Jindřichův Hradec,545881,Jihočeský kraj,Doňov,Kardašova Řečice,546542,Jindřichův Hradec,545881,Jindřichův Hradec,545881,Jindřichův Hradec,545881,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
976,Doubek,277,564885,00640255,obec,Praha-východ,999001,Středočeský kraj,Doubek,Říčany,538728,Říčany,538728,Říčany,538728,Říčany,538728,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
977,Doubice,98,530417,47274212,obec,Děčín,562335,Ústecký kraj,Doubice,Krásná Lípa,562611,Rumburk,562777,Rumburk,562777,Rumburk,562777,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
978,Doubrava,1275,568864,00562424,obec,Karviná,598917,Moravskoslezský kraj,Doubrava,Doubrava,568864,Doubrava,568864,Orlová,599069,Orlová,599069,0,0,1,1,1,0,0,0,0,0,1,1,1275,1275,,,,1,1,,,,Moravskoslezsko,matrika
979,Doubravčice,534,533301,00235369,obec,Kolín,533165,Středočeský kraj,Doubravčice,Český Brod,533271,Český Brod,533271,Český Brod,533271,Český Brod,533271,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
980,Doubravice,298,535664,00581259,obec,České Budějovice,544256,Jihočeský kraj,Doubravice,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
981,Doubravice,274,550981,00251101,obec,Strakonice,550787,Jihočeský kraj,Doubravice,Strakonice,550787,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
982,Doubravice,369,579181,00580759,obec,Trutnov,579025,Královéhradecký kraj,Doubravice,Dubenec,579190,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
983,Doubravice nad Svitavou,1333,581542,00280143,městys,Blansko,581283,Jihomoravský kraj,Doubravice nad Svitavou,Doubravice nad Svitavou,581542,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,1,0,0,0,0,0,0,1,1,1611,,,,,2,,,,,Jihovýchod,matrika
984,Doubravička,129,571067,00509388,obec,Mladá Boleslav,535419,Středočeský kraj,Doubravička,Skalsko,536636,Mladá Boleslav,535419,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
985,Doubravník,805,595551,00294268,městys,Brno-venkov,777001,Jihomoravský kraj,Doubravník,Doubravník,595551,Tišnov,584002,Tišnov,584002,Tišnov,584002,0,0,1,1,0,0,0,0,0,0,1,1,1743,,,,,5,,,,,Jihovýchod,matrika
986,Doubravy,516,585181,00283886,obec,Zlín,585068,Zlínský kraj,Doubravy,Velký Ořechov,585912,Zlín,585068,Zlín,585068,Zlín,585068,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
987,Doudleby,435,544400,00244813,obec,České Budějovice,544256,Jihočeský kraj,Doudleby,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
988,Doudleby nad Orlicí,1869,576301,00274909,městys,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Doudleby nad Orlicí,Doudleby nad Orlicí,576301,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,0,0,1,1,0,0,0,0,0,0,1,1,1869,,,,,1,,,,,Severovýchod,matrika
989,Doupě,113,587079,42634695,obec,Jihlava,586846,Kraj Vysočina,Doupě,Telč,588024,Telč,588024,Telč,588024,Telč,588024,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
990,Drahanovice,1685,501751,00298841,obec,Olomouc,500496,Olomoucký kraj,Drahanovice,Drahanovice,501751,Náměšť na Hané,504505,Olomouc,500496,Olomouc,500496,0,0,1,1,0,0,0,0,0,0,1,1,1685,,,,,1,,,,,Střední Morava,matrika
991,Drahany,524,589462,00288209,městys,Prostějov,589250,Olomoucký kraj,Drahany,Drahany,589462,Plumlov,589896,Prostějov,589250,Prostějov,589250,0,0,1,1,0,0,0,0,0,0,1,1,1944,,,,,5,,,,,Střední Morava,matrika
992,Drahelčice,617,531146,00233200,obec,Praha-západ,999002,Středočeský kraj,Drahelčice,Rudná,531723,Rudná,531723,Hostivice,539244,Černošice,539139,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
993,Drahenice,171,599298,00662798,obec,Příbram,539911,Středočeský kraj,Drahenice,Březnice,540013,Březnice,540013,Březnice,540013,Příbram,539911,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
994,Drahkov,122,540251,00574171,obec,Plzeň-jih,888001,Plzeňský kraj,Drahkov,Letiny,557951,Blovice,557587,Blovice,557587,Blovice,557587,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
995,Drahlín,537,540145,00242128,obec,Příbram,539911,Středočeský kraj,Drahlín,Obecnice,540935,Jince,540404,Příbram,539911,Příbram,539911,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
996,Drahňovice,79,532151,00508446,obec,Benešov,529303,Středočeský kraj,Drahňovice,Divišov,529621,Divišov,529621,Benešov,529303,Benešov,529303,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
997,Drahobudice,245,564681,00665096,obec,Kolín,533165,Středočeský kraj,Drahobudice,Zásmuky,533921,Zásmuky,533921,Kolín,533165,Kolín,533165,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
998,Drahobuz,263,564770,00526053,obec,Litoměřice,564567,Ústecký kraj,Drahobuz,Polepy,565431,Litoměřice,564567,Litoměřice,564567,Litoměřice,564567,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
999,Drahonice,356,551015,00251135,obec,Strakonice,550787,Jihočeský kraj,Drahonice,Vodňany,551953,Vodňany,551953,Vodňany,551953,Vodňany,551953,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1000,Drahonín,120,595560,00375331,obec,Brno-venkov,777001,Jihomoravský kraj,Drahonín,Doubravník,595551,Tišnov,584002,Tišnov,584002,Tišnov,584002,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
1001,Drahoňův Újezd,134,530379,47695943,obec,Rokycany,559717,Plzeňský kraj,Drahoňův Újezd,Zbiroh,560260,Zbiroh,560260,Zbiroh,560260,Rokycany,559717,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
1002,Drahotěšice,297,535958,00581267,obec,České Budějovice,544256,Jihočeský kraj,Drahotěšice,Ševětín,545121,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1003,Drahotín,188,553573,00572284,obec,Domažlice,553425,Plzeňský kraj,Drahotín,Poběžovice,554111,Poběžovice,554111,Poběžovice,554111,Domažlice,553425,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1004,Drahouš,88,529711,47016035,obec,Rakovník,541656,Středočeský kraj,Drahouš,Jesenice,541834,Jesenice,541834,Jesenice,541834,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
1005,Drahov,163,563765,00512583,obec,Tábor,552046,Jihočeský kraj,Drahov,Veselí nad Lužnicí,553271,Veselí nad Lužnicí,553271,Veselí nad Lužnicí,553271,Soběslav,553131,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
1006,Drachkov,168,560219,46684450,obec,Strakonice,550787,Jihočeský kraj,Drachkov,Strakonice,550787,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
1007,Dráchov,248,552275,00252221,obec,Tábor,552046,Jihočeský kraj,Dráchov,Soběslav,553131,Soběslav,553131,Soběslav,553131,Soběslav,553131,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
1008,Drásov,401,540153,00242136,obec,Příbram,539911,Středočeský kraj,Drásov,Višňová,541516,Příbram,539911,Příbram,539911,Příbram,539911,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
1009,Drásov,1533,582972,00281727,městys,Brno-venkov,777001,Jihomoravský kraj,Drásov,Tišnov,584002,Tišnov,584002,Tišnov,584002,Tišnov,584002,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
1010,Dražeň,151,578665,18246036,obec,Plzeň-sever,888002,Plzeňský kraj,Dražeň,Dolní Bělá,558796,Manětín,559202,Manětín,559202,Kralovice,559075,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1011,Draženov,401,553581,00253332,obec,Domažlice,553425,Plzeňský kraj,Draženov,Klenčí pod Čerchovem,553794,Domažlice,553425,Domažlice,553425,Domažlice,553425,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
1012,Dražice,808,552283,00252239,obec,Tábor,552046,Jihočeský kraj,Dražice,Tábor,552046,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1013,Dražíč,225,549371,00249637,obec,České Budějovice,544256,Jihočeský kraj,Dražíč,Týn nad Vltavou,545201,Týn nad Vltavou,545201,Týn nad Vltavou,545201,Týn nad Vltavou,545201,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1014,Dražičky,141,552291,00512591,obec,Tábor,552046,Jihočeský kraj,Dražičky,Malšice,552666,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Jihozápad,bez czech pointu
1015,Drážov,256,551023,00251143,obec,Strakonice,550787,Jihočeský kraj,Drážov,Čestice,550957,Volyně,551970,Volyně,551970,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1016,Dražovice,164,566683,00573451,obec,Klatovy,555771,Plzeňský kraj,Dražovice,Žihobce,557536,Sušice,557153,Sušice,557153,Sušice,557153,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1017,Dražovice,863,592994,00291722,obec,Vyškov,592889,Jihomoravský kraj,Dražovice,Letonice,593257,Bučovice,592943,Bučovice,592943,Bučovice,592943,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
1018,Dražůvky,277,586153,00488429,obec,Hodonín,586021,Jihomoravský kraj,Dražůvky,Ždánice,586803,Ždánice,586803,Ždánice,586803,Kyjov,586307,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
1019,Drevníky,320,540170,00242152,obec,Příbram,539911,Středočeský kraj,Drevníky,Dobříš,540111,Dobříš,540111,Dobříš,540111,Dobříš,540111,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1020,Drhovice,214,563307,00512605,obec,Tábor,552046,Jihočeský kraj,Drhovice,Tábor,552046,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1021,Drhovle,540,549380,00249645,obec,Písek,549240,Jihočeský kraj,Drhovle,Písek,549240,Písek,549240,Písek,549240,Písek,549240,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1022,Drhovy,253,540188,00242161,obec,Příbram,539911,Středočeský kraj,Drhovy,Dobříš,540111,Dobříš,540111,Dobříš,540111,Dobříš,540111,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1023,Drmoul,919,554511,00253928,obec,Cheb,554481,Karlovarský kraj,Drmoul,Velká Hleďsebe,539279,Mariánské Lázně,554642,Mariánské Lázně,554642,Mariánské Lázně,554642,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
1024,Drnek,168,512991,00663972,obec,Kladno,532053,Středočeský kraj,Drnek,Slaný,532819,Slaný,532819,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1025,Drnholec,1695,584444,00283142,městys,Břeclav,584291,Jihomoravský kraj,Drnholec,Drnholec,584444,Drnholec,584444,Mikulov,584649,Mikulov,584649,0,0,1,1,1,0,0,0,0,0,1,1,2312,4727,,,,2,6,,,,Jihovýchod,matrika
1026,Drnovice,428,585190,00557889,obec,Zlín,585068,Zlínský kraj,Drnovice,Újezd,585882,Valašské Klobouky,585891,Valašské Klobouky,585891,Valašské Klobouky,585891,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
1027,Drnovice,1226,581551,00280151,obec,Blansko,581283,Jihomoravský kraj,Drnovice,Lysice,582018,Lysice,582018,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
1028,Drnovice,2374,593001,00291731,obec,Vyškov,592889,Jihomoravský kraj,Drnovice,Drnovice,593001,Vyškov,592889,Vyškov,592889,Vyškov,592889,0,0,1,1,0,0,0,0,0,0,1,1,2750,,,,,2,,,,,Jihovýchod,matrika
1029,Drobovice,386,531341,00640204,obec,Kutná Hora,533955,Středočeský kraj,Drobovice,Tupadly,534480,Čáslav,534005,Čáslav,534005,Čáslav,534005,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1030,Droužetice,111,560243,46684468,obec,Strakonice,550787,Jihočeský kraj,Droužetice,Strakonice,550787,Strakonice,550787,Strakonice,550787,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
1031,Droužkovice,772,563056,00261858,obec,Chomutov,562971,Ústecký kraj,Droužkovice,Chomutov,562971,Chomutov,562971,Chomutov,562971,Chomutov,562971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
1032,Drozdov,731,531154,00233218,obec,Beroun,531057,Středočeský kraj,Drozdov,Cerhovice,531138,Žebrák,532029,Hořovice,531189,Hořovice,531189,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1033,Drozdov,343,570141,00853151,obec,Šumperk,523704,Olomoucký kraj,Drozdov,Zábřeh,541354,Zábřeh,541354,Zábřeh,541354,Zábřeh,541354,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
1034,Drslavice,531,592153,00360597,obec,Uherské Hradiště,592005,Zlínský kraj,Drslavice,Hradčovice,592200,Uherský Brod,592731,Uherský Brod,592731,Uherský Brod,592731,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
1035,Drslavice,83,537187,00583006,obec,Prachatice,550094,Jihočeský kraj,Drslavice,Husinec,550230,Prachatice,550094,Prachatice,550094,Prachatice,550094,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
1036,Druhanov,165,568619,00179591,obec,Havlíčkův Brod,568414,Kraj Vysočina,Druhanov,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
1037,Drunče,50,560987,00666912,obec,Jindřichův Hradec,545881,Jihočeský kraj,Drunče,Deštná,546151,Jindřichův Hradec,545881,Jindřichův Hradec,545881,Jindřichův Hradec,545881,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
1038,Druztová,709,558834,00257729,obec,Plzeň-sever,888002,Plzeňský kraj,Druztová,Třemošná,559521,Třemošná,559521,Třemošná,559521,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
1039,Družec,1030,532274,00234320,obec,Kladno,532053,Středočeský kraj,Družec,Kladno,532053,Kladno,532053,Kladno,532053,Kladno,532053,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
1040,Drysice,568,593010,00372030,obec,Vyškov,592889,Jihomoravský kraj,Drysice,Pustiměř,593508,Vyškov,592889,Vyškov,592889,Vyškov,592889,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
1041,Držkov,554,563561,00262315,obec,Jablonec nad Nisou,563510,Liberecký kraj,Držkov,Železný Brod,563871,Velké Hamry,563838,Železný Brod,563871,Železný Brod,563871,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
1042,Držková,358,585203,00568546,obec,Zlín,585068,Zlínský kraj,Držková,Kašava,585343,Fryšták,585211,Zlín,585068,Zlín,585068,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
1043,Držovice,1370,558419,75082144,obec,Prostějov,589250,Olomoucký kraj,Držovice,Prostějov,589250,Prostějov,589250,Prostějov,589250,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
1044,Dřenice,354,504301,00485063,obec,Chrudim,571164,Pardubický kraj,Dřenice,Chrudim,571164,Chrudim,571164,Chrudim,571164,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
1045,Dřešín,313,551040,00251160,obec,Strakonice,550787,Jihočeský kraj,Dřešín,Čestice,550957,Volyně,551970,Volyně,551970,Strakonice,550787,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Jihozápad,bez czech pointu
1046,Dřetovice,481,532282,00234338,obec,Kladno,532053,Středočeský kraj,Dřetovice,Brandýsek,532118,Kladno,532053,Kladno,532053,Kladno,532053,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1047,Dřevčice,723,538191,00240176,obec,Praha-východ,999001,Středočeský kraj,Dřevčice,Brandýs nad Labem-Stará Boleslav,538094,Brandýs nad Labem-Stará Boleslav,538094,Brandýs nad Labem-Stará Boleslav,538094,Brandýs nad Labem-Stará Boleslav,538094,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1048,Dřevěnice,235,573337,00578321,obec,Jičín,572659,Královéhradecký kraj,Dřevěnice,Jičín,572659,Jičín,572659,Jičín,572659,Jičín,572659,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
1049,Dřevnovice,480,589489,00547905,obec,Prostějov,589250,Olomoucký kraj,Dřevnovice,Nezamyslice,589764,Němčice nad Hanou,589756,Němčice nad Hanou,589756,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
1050,Dřevohostice,1515,513229,00301213,městys,Přerov,511382,Olomoucký kraj,Dřevohostice,Dřevohostice,513229,Dřevohostice,513229,Přerov,511382,Přerov,511382,0,0,1,1,1,0,0,0,0,0,1,1,3188,4405,,,,8,12,,,,Střední Morava,matrika
1051,Dřínov,450,588431,00287156,obec,Kroměříž,588296,Zlínský kraj,Dřínov,Morkovice-Slížany,588768,Morkovice-Slížany,588768,Morkovice-Slížany,588768,Kroměříž,588296,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
1052,Dřínov,333,532291,00234346,obec,Kladno,532053,Středočeský kraj,Dřínov,Zlonice,533114,Zlonice,533114,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
1053,Dřínov,454,534773,00236802,obec,Mělník,534676,Středočeský kraj,Dřínov,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,Kralupy nad Vltavou,534951,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
1054,Dřísy,898,534781,00236811,obec,Praha-východ,999001,Středočeský kraj,Dřísy,Dřísy,534781,Všetaty,535320,Brandýs nad Labem-Stará Boleslav,538094,Brandýs nad Labem-Stará Boleslav,538094,0,0,1,1,0,0,0,0,0,0,1,1,2174,,,,,5,,,,,Střední Čechy,matrika
1055,Dříteč,412,574953,00273546,obec,Pardubice,555134,Pardubický kraj,Dříteč,Pardubice,555134,Pardubice,555134,Pardubice,555134,Pardubice,555134,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
1056,Dříteň,1625,544426,00244830,obec,České Budějovice,544256,Jihočeský kraj,Dříteň,Dříteň,544426,Hluboká nad Vltavou,544485,Hluboká nad Vltavou,544485,České Budějovice,544256,0,0,1,1,0,0,0,0,0,0,1,1,2615,,,,,3,,,,,Jihozápad,matrika
1057,Dub,402,550183,00250406,městys,Prachatice,550094,Jihočeský kraj,Dub,Strunkovice nad Blanicí,550540,Prachatice,550094,Prachatice,550094,Prachatice,550094,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
